 (0, 1)
 (0, 0)
 (1, 0)
 (2, 0)
 (3, 0)
 (3, 1)
 (3, 2)
 (4, 2)
 (5, 2)
 (5, 3)
 (5, 4)
 (5, 5)
 (5, 6)
 (4, 6)
 (3, 6)
 (3, 7)
 (3, 8)
 (3, 9)
 (2, 9)
 (1, 9)
 (0, 9)
 (1, 7)
 (1, 7)
 (1, 7)
 (1, 7)
 (1, 7)
 (1, 7)
 (1, 7)
 (1, 7)
 (1, 7)
 (1, 7)
 (0, 1)
 (0, 0)
 (1, 0)
 (2, 0)
 (3, 0)
 (3, 1)
 (3, 2)
 (4, 2)
 (5, 2)
 (5, 3)
 (5, 4)
 (5, 5)
 (5, 6)
 (4, 6)
 (3, 6)
 (3, 7)
 (3, 8)
 (3, 9)
 (2, 9)
 (1, 9)
 (0, 9)
 (1, 7)
 (1, 7)
 (1, 7)
 (1, 7)
 (1, 7)
 (1, 7)
 (1, 7)
 (1, 7)
 (1, 7)
 (1, 7)
